province_territory,category_1,category_2,category_3,total_flag,year,value
British Columbia,Vulnerable workers,,,True,2000,0
British Columbia,,,,True,2000,"9,615"
Yukon,Agreements,Canada-International,Non-Trade,False,2000,0
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2000,10
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2000,0
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2000,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2000,0
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2000,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2000,0
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2000,0
Yukon,Agreements,Canada-International,,True,2000,10
Yukon,Agreements,Canada - Provincial/Territorial,,False,2000,0
Yukon,Agreements,Other Agreements,,False,2000,0
Yukon,Agreements,Provincial/Territorial - International,,False,2000,0
Yukon,Agreements,,,True,2000,10
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2000,10
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2000,
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2000,0
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2000,0
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2000,0
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2000,0
Yukon,Canadian Interests,Significant benefit,,True,2000,10
Yukon,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2000,
Yukon,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2000,
Yukon,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2000,5
Yukon,Canadian Interests,Reciprocal Employment,,True,2000,10
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2000,0
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2000,0
Yukon,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2000,
Yukon,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2000,0
Yukon,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2000,0
Yukon,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2000,0
Yukon,Canadian Interests,Competitiveness and public policy,,True,2000,
Yukon,Canadian Interests,Charitable or religious work,,False,2000,
Yukon,Canadian Interests,,,True,2000,25
Yukon,Other IMP Participants,,,False,2000,
Yukon,Vulnerable workers,Vulnerable workers,,False,2000,0
Yukon,Vulnerable workers,,,True,2000,0
Yukon,,,,True,2000,35
Northwest Territories,Agreements,Canada-International,Non-Trade,False,2000,0
Northwest Territories,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2000,15
Northwest Territories,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2000,0
Northwest Territories,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2000,0
Northwest Territories,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2000,0
Northwest Territories,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2000,0
Northwest Territories,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2000,0
Northwest Territories,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2000,0
Northwest Territories,Agreements,Canada-International,,True,2000,15
Northwest Territories,Agreements,Canada - Provincial/Territorial,,False,2000,0
Northwest Territories,Agreements,Other Agreements,,False,2000,
Northwest Territories,Agreements,,,True,2000,20
Northwest Territories,Canadian Interests,Significant benefit,,False,2000,15
Northwest Territories,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2000,5
Northwest Territories,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2000,25
Northwest Territories,Canadian Interests,Reciprocal Employment,,True,2000,30
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2000,
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2000,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2000,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2000,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2000,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,,True,2000,
Northwest Territories,Canadian Interests,Charitable or religious work,,False,2000,10
Northwest Territories,Canadian Interests,,,True,2000,60
Northwest Territories,Other IMP Participants,,,False,2000,
Northwest Territories,Vulnerable workers,Vulnerable workers,,False,2000,0
Northwest Territories,Vulnerable workers,,,True,2000,0
Northwest Territories,,,,True,2000,80
Nunavut,Agreements,Canada-International,Non-Trade,False,2000,0
Nunavut,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2000,0
Nunavut,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2000,0
Nunavut,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2000,0
Nunavut,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2000,0
Nunavut,Agreements,Canada-International,,True,2000,0
Nunavut,Agreements,Canada - Provincial/Territorial,,False,2000,0
Nunavut,Agreements,Other Agreements,,False,2000,0
Nunavut,Agreements,,,True,2000,0
Nunavut,Canadian Interests,Significant benefit,Intra-company transfers,False,2000,
Nunavut,Canadian Interests,Significant benefit,Emergency repairs,False,2000,0
Nunavut,Canadian Interests,Significant benefit,Significant benefit - general,False,2000,0
Nunavut,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2000,0
Nunavut,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2000,0
Nunavut,Canadian Interests,Significant benefit,,True,2000,
Nunavut,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2000,0
Nunavut,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2000,0
Nunavut,Canadian Interests,Reciprocal Employment,,True,2000,0
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2000,0
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2000,0
Nunavut,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2000,0
Nunavut,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2000,0
Nunavut,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2000,0
Nunavut,Canadian Interests,Competitiveness and public policy,,True,2000,0
Nunavut,Canadian Interests,Charitable or religious work,,False,2000,
Nunavut,Canadian Interests,,,True,2000,5
Nunavut,Other IMP Participants,,,False,2000,0
Nunavut,Vulnerable workers,Vulnerable workers,,False,2000,0
Nunavut,Vulnerable workers,,,True,2000,0
Nunavut,,,,True,2000,5
Province / Territory not stated,Not stated,,,False,2000,
Total,,,,True,2000,"44,140"
Newfoundland and Labrador,Agreements,Canada-International,Non-Trade,False,2001,0
Newfoundland and Labrador,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2001,85
Newfoundland and Labrador,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2001,
Newfoundland and Labrador,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2001,
Newfoundland and Labrador,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2001,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2001,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2001,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2001,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2001,0
Newfoundland and Labrador,Agreements,Canada-International,,True,2001,90
Newfoundland and Labrador,Agreements,Canada - Provincial/Territorial,,False,2001,0
Newfoundland and Labrador,Agreements,Other Agreements,,False,2001,40
Newfoundland and Labrador,Agreements,Provincial/Territorial - International,,False,2001,0
Newfoundland and Labrador,Agreements,,,True,2001,125
Newfoundland and Labrador,Canadian Interests,Significant benefit,,False,2001,105
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2001,10
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2001,
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2001,40
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,,True,2001,55
Newfoundland and Labrador,Canadian Interests,"Research, educational or training programs",,False,2001,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2001,15
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2001,15
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2001,10
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2001,15
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2001,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2001,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,,True,2001,55
Newfoundland and Labrador,Canadian Interests,Charitable or religious work,,False,2001,
Newfoundland and Labrador,Canadian Interests,,,True,2001,220
Newfoundland and Labrador,Other IMP Participants,,,False,2001,
Newfoundland and Labrador,Vulnerable workers,Vulnerable workers,,False,2001,0
Newfoundland and Labrador,Vulnerable workers,,,True,2001,0
Newfoundland and Labrador,,,,True,2001,350
Prince Edward Island,Agreements,Canada-International,Non-Trade,False,2001,0
Prince Edward Island,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2001,20
Prince Edward Island,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2001,0
Prince Edward Island,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2001,0
Prince Edward Island,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2001,0
Prince Edward Island,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2001,0
Prince Edward Island,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2001,0
Prince Edward Island,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2001,0
Prince Edward Island,Agreements,Canada-International,,True,2001,20
Prince Edward Island,Agreements,Canada - Provincial/Territorial,,False,2001,0
Prince Edward Island,Agreements,Other Agreements,,False,2001,5
Prince Edward Island,Agreements,Provincial/Territorial - International,,False,2001,0
Prince Edward Island,Agreements,,,True,2001,25
Prince Edward Island,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2001,
Prince Edward Island,Canadian Interests,Significant benefit,Intra-company transfers,False,2001,
Prince Edward Island,Canadian Interests,Significant benefit,Emergency repairs,False,2001,0
Prince Edward Island,Canadian Interests,Significant benefit,Significant benefit - general,False,2001,0
Prince Edward Island,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2001,0
Prince Edward Island,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2001,0
Prince Edward Island,Canadian Interests,Significant benefit,,True,2001,
Prince Edward Island,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2001,25
