province_territory,study_level,total_flag,year_month,year,month,value
Prince Edward Island,Secondary or less,False,2015-09,2015,9,15
Prince Edward Island,Post Secondary,False,2015-09,2015,9,80
Prince Edward Island,Other Studies,False,2015-09,2015,9,5
Prince Edward Island,Education level not stated,False,2015-09,2015,9,0
Prince Edward Island,,True,2015-09,2015,9,100
Nova Scotia,Secondary or less,False,2015-09,2015,9,150
Nova Scotia,Post Secondary,False,2015-09,2015,9,775
Nova Scotia,Other Studies,False,2015-09,2015,9,130
Nova Scotia,Education level not stated,False,2015-09,2015,9,0
Nova Scotia,,True,2015-09,2015,9,1050
New Brunswick,Secondary or less,False,2015-09,2015,9,155
New Brunswick,Post Secondary,False,2015-09,2015,9,325
New Brunswick,Other Studies,False,2015-09,2015,9,10
New Brunswick,Education level not stated,False,2015-09,2015,9,0
New Brunswick,,True,2015-09,2015,9,490
Quebec,Secondary or less,False,2015-09,2015,9,410
Quebec,Post Secondary,False,2015-09,2015,9,2930
Quebec,Other Studies,False,2015-09,2015,9,455
Quebec,Education level not stated,False,2015-09,2015,9,2
Quebec,,True,2015-09,2015,9,3800
Ontario,Secondary or less,False,2015-09,2015,9,3470
Ontario,Post Secondary,False,2015-09,2015,9,10245
Ontario,Other Studies,False,2015-09,2015,9,1560
Ontario,Education level not stated,False,2015-09,2015,9,10
Ontario,,True,2015-09,2015,9,15275
Manitoba,Secondary or less,False,2015-09,2015,9,275
Manitoba,Post Secondary,False,2015-09,2015,9,755
Manitoba,Other Studies,False,2015-09,2015,9,135
Manitoba,Education level not stated,False,2015-09,2015,9,0
Manitoba,,True,2015-09,2015,9,1165
Saskatchewan,Secondary or less,False,2015-09,2015,9,105
Saskatchewan,Post Secondary,False,2015-09,2015,9,425
Saskatchewan,Other Studies,False,2015-09,2015,9,50
Saskatchewan,Education level not stated,False,2015-09,2015,9,0
Saskatchewan,,True,2015-09,2015,9,575
Alberta,Secondary or less,False,2015-09,2015,9,480
Alberta,Post Secondary,False,2015-09,2015,9,1035
Alberta,Other Studies,False,2015-09,2015,9,240
Alberta,Education level not stated,False,2015-09,2015,9,2
Alberta,,True,2015-09,2015,9,1755
British Columbia,Secondary or less,False,2015-09,2015,9,3020
British Columbia,Post Secondary,False,2015-09,2015,9,4105
British Columbia,Other Studies,False,2015-09,2015,9,1235
British Columbia,Education level not stated,False,2015-09,2015,9,10
British Columbia,,True,2015-09,2015,9,8370
Yukon,Secondary or less,False,2015-09,2015,9,0
Yukon,Post Secondary,False,2015-09,2015,9,5
Yukon,Other Studies,False,2015-09,2015,9,2
Yukon,Education level not stated,False,2015-09,2015,9,0
Yukon,,True,2015-09,2015,9,10
Northwest Territories,Secondary or less,False,2015-09,2015,9,2
Northwest Territories,Post Secondary,False,2015-09,2015,9,2
Northwest Territories,Other Studies,False,2015-09,2015,9,0
Northwest Territories,,True,2015-09,2015,9,2
Nunavut,Secondary or less,False,2015-09,2015,9,0
Nunavut,Post Secondary,False,2015-09,2015,9,0
Nunavut,Other Studies,False,2015-09,2015,9,0
Nunavut,,True,2015-09,2015,9,0
Province/territory not stated Total,,False,2015-09,2015,9,5
Total,,True,2015-09,2015,9,33035
Newfoundland and Labrador,Secondary or less,False,2015-10,2015,10,10
Newfoundland and Labrador,Post Secondary,False,2015-10,2015,10,65
Newfoundland and Labrador,Other Studies,False,2015-10,2015,10,2
Newfoundland and Labrador,Education level not stated,False,2015-10,2015,10,0
Newfoundland and Labrador,,True,2015-10,2015,10,80
Prince Edward Island,Secondary or less,False,2015-10,2015,10,10
Prince Edward Island,Post Secondary,False,2015-10,2015,10,25
Prince Edward Island,Other Studies,False,2015-10,2015,10,10
Prince Edward Island,Education level not stated,False,2015-10,2015,10,0
Prince Edward Island,,True,2015-10,2015,10,45
Nova Scotia,Secondary or less,False,2015-10,2015,10,45
Nova Scotia,Post Secondary,False,2015-10,2015,10,205
Nova Scotia,Other Studies,False,2015-10,2015,10,50
Nova Scotia,Education level not stated,False,2015-10,2015,10,0
Nova Scotia,,True,2015-10,2015,10,305
New Brunswick,Secondary or less,False,2015-10,2015,10,15
New Brunswick,Post Secondary,False,2015-10,2015,10,75
New Brunswick,Other Studies,False,2015-10,2015,10,20
New Brunswick,Education level not stated,False,2015-10,2015,10,0
New Brunswick,,True,2015-10,2015,10,110
Quebec,Secondary or less,False,2015-10,2015,10,175
Quebec,Post Secondary,False,2015-10,2015,10,930
Quebec,Other Studies,False,2015-10,2015,10,265
Quebec,Education level not stated,False,2015-10,2015,10,0
Quebec,,True,2015-10,2015,10,1370
Ontario,Secondary or less,False,2015-10,2015,10,1575
Ontario,Post Secondary,False,2015-10,2015,10,2780
Ontario,Other Studies,False,2015-10,2015,10,760
Ontario,Education level not stated,False,2015-10,2015,10,2
Ontario,,True,2015-10,2015,10,5120
Manitoba,Secondary or less,False,2015-10,2015,10,65
Manitoba,Post Secondary,False,2015-10,2015,10,265
Manitoba,Other Studies,False,2015-10,2015,10,35
Manitoba,Education level not stated,False,2015-10,2015,10,0
Manitoba,,True,2015-10,2015,10,365
Saskatchewan,Secondary or less,False,2015-10,2015,10,65
Saskatchewan,Post Secondary,False,2015-10,2015,10,140
Saskatchewan,Other Studies,False,2015-10,2015,10,5
Saskatchewan,Education level not stated,False,2015-10,2015,10,0
Saskatchewan,,True,2015-10,2015,10,210
Alberta,Secondary or less,False,2015-10,2015,10,280
Alberta,Post Secondary,False,2015-10,2015,10,475
Alberta,Other Studies,False,2015-10,2015,10,110
Alberta,Education level not stated,False,2015-10,2015,10,2
Alberta,,True,2015-10,2015,10,865
British Columbia,Secondary or less,False,2015-10,2015,10,790
British Columbia,Post Secondary,False,2015-10,2015,10,1640
British Columbia,Other Studies,False,2015-10,2015,10,585
British Columbia,Education level not stated,False,2015-10,2015,10,2
British Columbia,,True,2015-10,2015,10,3015
Yukon,Secondary or less,False,2015-10,2015,10,0
Yukon,Post Secondary,False,2015-10,2015,10,2
Yukon,Other Studies,False,2015-10,2015,10,0
Yukon,Education level not stated,False,2015-10,2015,10,0
Yukon,,True,2015-10,2015,10,2
Northwest Territories,Secondary or less,False,2015-10,2015,10,0
Northwest Territories,Post Secondary,False,2015-10,2015,10,0
Northwest Territories,Other Studies,False,2015-10,2015,10,0
Northwest Territories,,True,2015-10,2015,10,0
Nunavut,Secondary or less,False,2015-10,2015,10,2
Nunavut,Post Secondary,False,2015-10,2015,10,0
Nunavut,Other Studies,False,2015-10,2015,10,0
Nunavut,,True,2015-10,2015,10,2
Province/territory not stated Total,,False,2015-10,2015,10,5
Total,,True,2015-10,2015,10,11500
Newfoundland and Labrador,Secondary or less,False,2015-11,2015,11,2
Newfoundland and Labrador,Post Secondary,False,2015-11,2015,11,80
Newfoundland and Labrador,Other Studies,False,2015-11,2015,11,5
Newfoundland and Labrador,Education level not stated,False,2015-11,2015,11,0
Newfoundland and Labrador,,True,2015-11,2015,11,90
Prince Edward Island,Secondary or less,False,2015-11,2015,11,5
Prince Edward Island,Post Secondary,False,2015-11,2015,11,35
Prince Edward Island,Other Studies,False,2015-11,2015,11,10
Prince Edward Island,Education level not stated,False,2015-11,2015,11,0
Prince Edward Island,,True,2015-11,2015,11,55
Nova Scotia,Secondary or less,False,2015-11,2015,11,30
Nova Scotia,Post Secondary,False,2015-11,2015,11,215
Nova Scotia,Other Studies,False,2015-11,2015,11,50
Nova Scotia,Education level not stated,False,2015-11,2015,11,0
Nova Scotia,,True,2015-11,2015,11,290
New Brunswick,Secondary or less,False,2015-11,2015,11,20
New Brunswick,Post Secondary,False,2015-11,2015,11,85
New Brunswick,Other Studies,False,2015-11,2015,11,25
New Brunswick,Education level not stated,False,2015-11,2015,11,0
New Brunswick,,True,2015-11,2015,11,130
Quebec,Secondary or less,False,2015-11,2015,11,120
Quebec,Post Secondary,False,2015-11,2015,11,915
Quebec,Other Studies,False,2015-11,2015,11,200
Quebec,Education level not stated,False,2015-11,2015,11,2
Quebec,,True,2015-11,2015,11,1240
Ontario,Secondary or less,False,2015-11,2015,11,1135
Ontario,Post Secondary,False,2015-11,2015,11,3410
Ontario,Other Studies,False,2015-11,2015,11,560
Ontario,Education level not stated,False,2015-11,2015,11,2
Ontario,,True,2015-11,2015,11,5105
Manitoba,Secondary or less,False,2015-11,2015,11,45
Manitoba,Post Secondary,False,2015-11,2015,11,380
Manitoba,Other Studies,False,2015-11,2015,11,25
Manitoba,Education level not stated,False,2015-11,2015,11,0
Manitoba,,True,2015-11,2015,11,450
Saskatchewan,Secondary or less,False,2015-11,2015,11,50
Saskatchewan,Post Secondary,False,2015-11,2015,11,140
Saskatchewan,Other Studies,False,2015-11,2015,11,10
Saskatchewan,Education level not stated,False,2015-11,2015,11,0
Saskatchewan,,True,2015-11,2015,11,200
Alberta,Secondary or less,False,2015-11,2015,11,200
Alberta,Post Secondary,False,2015-11,2015,11,505
Alberta,Other Studies,False,2015-11,2015,11,125
Alberta,Education level not stated,False,2015-11,2015,11,2
Alberta,,True,2015-11,2015,11,830
British Columbia,Secondary or less,False,2015-11,2015,11,620
British Columbia,Post Secondary,False,2015-11,2015,11,1885
British Columbia,Other Studies,False,2015-11,2015,11,500
British Columbia,Education level not stated,False,2015-11,2015,11,0
British Columbia,,True,2015-11,2015,11,3005
Yukon,Secondary or less,False,2015-11,2015,11,2
Yukon,Post Secondary,False,2015-11,2015,11,2
Yukon,Other Studies,False,2015-11,2015,11,0
Yukon,Education level not stated,False,2015-11,2015,11,0
Yukon,,True,2015-11,2015,11,2
Northwest Territories,Secondary or less,False,2015-11,2015,11,0
Northwest Territories,Post Secondary,False,2015-11,2015,11,0
Northwest Territories,Other Studies,False,2015-11,2015,11,0
Northwest Territories,,True,2015-11,2015,11,0
Nunavut,Secondary or less,False,2015-11,2015,11,0
Nunavut,Post Secondary,False,2015-11,2015,11,0
Nunavut,Other Studies,False,2015-11,2015,11,0
Nunavut,,True,2015-11,2015,11,0
Province/territory not stated Total,,False,2015-11,2015,11,2
Total,,True,2015-11,2015,11,11400
Newfoundland and Labrador,Secondary or less,False,2015-12,2015,12,10
Newfoundland and Labrador,Post Secondary,False,2015-12,2015,12,160
Newfoundland and Labrador,Other Studies,False,2015-12,2015,12,5
Newfoundland and Labrador,Education level not stated,False,2015-12,2015,12,0
Newfoundland and Labrador,,True,2015-12,2015,12,180
Prince Edward Island,Secondary or less,False,2015-12,2015,12,10
Prince Edward Island,Post Secondary,False,2015-12,2015,12,50
Prince Edward Island,Other Studies,False,2015-12,2015,12,60
Prince Edward Island,Education level not stated,False,2015-12,2015,12,0
Prince Edward Island,,True,2015-12,2015,12,120
Nova Scotia,Secondary or less,False,2015-12,2015,12,30
Nova Scotia,Post Secondary,False,2015-12,2015,12,380
Nova Scotia,Other Studies,False,2015-12,2015,12,60
Nova Scotia,Education level not stated,False,2015-12,2015,12,2
Nova Scotia,,True,2015-12,2015,12,470
New Brunswick,Secondary or less,False,2015-12,2015,12,20
New Brunswick,Post Secondary,False,2015-12,2015,12,150
New Brunswick,Other Studies,False,2015-12,2015,12,5
New Brunswick,Education level not stated,False,2015-12,2015,12,0
New Brunswick,,True,2015-12,2015,12,175
Quebec,Secondary or less,False,2015-12,2015,12,155
Quebec,Post Secondary,False,2015-12,2015,12,1865
Quebec,Other Studies,False,2015-12,2015,12,320
Quebec,Education level not stated,False,2015-12,2015,12,2
Quebec,,True,2015-12,2015,12,2345
Ontario,Secondary or less,False,2015-12,2015,12,995
Ontario,Post Secondary,False,2015-12,2015,12,8620
Ontario,Other Studies,False,2015-12,2015,12,1330
Ontario,Education level not stated,False,2015-12,2015,12,2
Ontario,,True,2015-12,2015,12,10950
Manitoba,Secondary or less,False,2015-12,2015,12,45
Manitoba,Post Secondary,False,2015-12,2015,12,650
Manitoba,Other Studies,False,2015-12,2015,12,90
Manitoba,Education level not stated,False,2015-12,2015,12,2
Manitoba,,True,2015-12,2015,12,790
Saskatchewan,Secondary or less,False,2015-12,2015,12,35
Saskatchewan,Post Secondary,False,2015-12,2015,12,275
Saskatchewan,Other Studies,False,2015-12,2015,12,30
Saskatchewan,Education level not stated,False,2015-12,2015,12,0
Saskatchewan,,True,2015-12,2015,12,340
Alberta,Secondary or less,False,2015-12,2015,12,225
Alberta,Post Secondary,False,2015-12,2015,12,855
Alberta,Other Studies,False,2015-12,2015,12,175
Alberta,Education level not stated,False,2015-12,2015,12,0
Alberta,,True,2015-12,2015,12,1255
British Columbia,Secondary or less,False,2015-12,2015,12,680
British Columbia,Post Secondary,False,2015-12,2015,12,3725
British Columbia,Other Studies,False,2015-12,2015,12,730
British Columbia,Education level not stated,False,2015-12,2015,12,2
British Columbia,,True,2015-12,2015,12,5140
Yukon,Secondary or less,False,2015-12,2015,12,2
Yukon,Post Secondary,False,2015-12,2015,12,2
Yukon,Other Studies,False,2015-12,2015,12,0
Yukon,Education level not stated,False,2015-12,2015,12,0
Yukon,,True,2015-12,2015,12,2
Northwest Territories,Secondary or less,False,2015-12,2015,12,2
Northwest Territories,Post Secondary,False,2015-12,2015,12,2
Northwest Territories,Other Studies,False,2015-12,2015,12,0
Northwest Territories,,True,2015-12,2015,12,2
Nunavut,Secondary or less,False,2015-12,2015,12,0
Nunavut,Post Secondary,False,2015-12,2015,12,0
Nunavut,Other Studies,False,2015-12,2015,12,0
Nunavut,,True,2015-12,2015,12,0
Province/territory not stated Total,,False,2015-12,2015,12,2
Total,,True,2015-12,2015,12,21775
Newfoundland and Labrador,Secondary or less,False,2016-01,2016,1,20
Newfoundland and Labrador,Post Secondary,False,2016-01,2016,1,135
Newfoundland and Labrador,Other Studies,False,2016-01,2016,1,10
Newfoundland and Labrador,Education level not stated,False,2016-01,2016,1,0
Newfoundland and Labrador,,True,2016-01,2016,1,165
Prince Edward Island,Secondary or less,False,2016-01,2016,1,25
Prince Edward Island,Post Secondary,False,2016-01,2016,1,55
Prince Edward Island,Other Studies,False,2016-01,2016,1,5
Prince Edward Island,Education level not stated,False,2016-01,2016,1,0
Prince Edward Island,,True,2016-01,2016,1,85
Nova Scotia,Secondary or less,False,2016-01,2016,1,160
Nova Scotia,Post Secondary,False,2016-01,2016,1,325
Nova Scotia,Other Studies,False,2016-01,2016,1,60
Nova Scotia,Education level not stated,False,2016-01,2016,1,0
Nova Scotia,,True,2016-01,2016,1,545
New Brunswick,Secondary or less,False,2016-01,2016,1,40
New Brunswick,Post Secondary,False,2016-01,2016,1,150
New Brunswick,Other Studies,False,2016-01,2016,1,2
New Brunswick,Education level not stated,False,2016-01,2016,1,0
New Brunswick,,True,2016-01,2016,1,195
Quebec,Secondary or less,False,2016-01,2016,1,140
Quebec,Post Secondary,False,2016-01,2016,1,1880
Quebec,Other Studies,False,2016-01,2016,1,315
Quebec,Education level not stated,False,2016-01,2016,1,2
Quebec,,True,2016-01,2016,1,2335
Ontario,Secondary or less,False,2016-01,2016,1,2100
Ontario,Post Secondary,False,2016-01,2016,1,4525
Ontario,Other Studies,False,2016-01,2016,1,1025
Ontario,Education level not stated,False,2016-01,2016,1,2
Ontario,,True,2016-01,2016,1,7645
Manitoba,Secondary or less,False,2016-01,2016,1,60
Manitoba,Post Secondary,False,2016-01,2016,1,505
Manitoba,Other Studies,False,2016-01,2016,1,60
Manitoba,Education level not stated,False,2016-01,2016,1,2
Manitoba,,True,2016-01,2016,1,630
Saskatchewan,Secondary or less,False,2016-01,2016,1,95
Saskatchewan,Post Secondary,False,2016-01,2016,1,205
Saskatchewan,Other Studies,False,2016-01,2016,1,15
Saskatchewan,Education level not stated,False,2016-01,2016,1,2
Saskatchewan,,True,2016-01,2016,1,315
Alberta,Secondary or less,False,2016-01,2016,1,350
Alberta,Post Secondary,False,2016-01,2016,1,675
Alberta,Other Studies,False,2016-01,2016,1,175
Alberta,Education level not stated,False,2016-01,2016,1,2
Alberta,,True,2016-01,2016,1,1205
British Columbia,Secondary or less,False,2016-01,2016,1,1735
British Columbia,Post Secondary,False,2016-01,2016,1,2200
British Columbia,Other Studies,False,2016-01,2016,1,850
British Columbia,Education level not stated,False,2016-01,2016,1,2
British Columbia,,True,2016-01,2016,1,4790
Yukon,Secondary or less,False,2016-01,2016,1,0
Yukon,Post Secondary,False,2016-01,2016,1,2
Yukon,Other Studies,False,2016-01,2016,1,0
Yukon,Education level not stated,False,2016-01,2016,1,0
Yukon,,True,2016-01,2016,1,2
Northwest Territories,Secondary or less,False,2016-01,2016,1,0
Northwest Territories,Post Secondary,False,2016-01,2016,1,0
Northwest Territories,Other Studies,False,2016-01,2016,1,0
Northwest Territories,,True,2016-01,2016,1,0
Nunavut,Secondary or less,False,2016-01,2016,1,0
Nunavut,Post Secondary,False,2016-01,2016,1,0
Nunavut,Other Studies,False,2016-01,2016,1,0
Nunavut,,True,2016-01,2016,1,0
Province/territory not stated Total,,False,2016-01,2016,1,2
Total,,True,2016-01,2016,1,17910
Newfoundland and Labrador,Secondary or less,False,2016-02,2016,2,15
Newfoundland and Labrador,Post Secondary,False,2016-02,2016,2,80
Newfoundland and Labrador,Other Studies,False,2016-02,2016,2,2
Newfoundland and Labrador,Education level not stated,False,2016-02,2016,2,0
Newfoundland and Labrador,,True,2016-02,2016,2,100
Prince Edward Island,Secondary or less,False,2016-02,2016,2,10
Prince Edward Island,Post Secondary,False,2016-02,2016,2,35
Prince Edward Island,Other Studies,False,2016-02,2016,2,10
Prince Edward Island,Education level not stated,False,2016-02,2016,2,0
Prince Edward Island,,True,2016-02,2016,2,55
Nova Scotia,Secondary or less,False,2016-02,2016,2,35
Nova Scotia,Post Secondary,False,2016-02,2016,2,280
Nova Scotia,Other Studies,False,2016-02,2016,2,60
Nova Scotia,Education level not stated,False,2016-02,2016,2,0
Nova Scotia,,True,2016-02,2016,2,375
New Brunswick,Secondary or less,False,2016-02,2016,2,25
New Brunswick,Post Secondary,False,2016-02,2016,2,85
New Brunswick,Other Studies,False,2016-02,2016,2,55
New Brunswick,Education level not stated,False,2016-02,2016,2,0
New Brunswick,,True,2016-02,2016,2,160
Quebec,Secondary or less,False,2016-02,2016,2,110
Quebec,Post Secondary,False,2016-02,2016,2,1080
